LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2003-Q4,5.036331746,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2004-Q1,4.871936244,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2004-Q2,4.706236516,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2004-Q3,4.770973238,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2004-Q4,4.518466338,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2005-Q1,4.524227969,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2005-Q2,4.412133367,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2005-Q3,4.327163582,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2005-Q4,4.443442541,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2006-Q1,4.211949717,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2006-Q2,4.146194726,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2006-Q3,4.107330235,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2006-Q4,4.035516536,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2007-Q1,4.000799161,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2007-Q2,3.770295846,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2007-Q3,3.739577612,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2007-Q4,3.852471256,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2008-Q1,3.900319616,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2008-Q2,3.955562198,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2008-Q3,3.966586635,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2008-Q4,4.038990252,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2009-Q1,4.548635409,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2009-Q2,5.108793743,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2009-Q3,5.373059589,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2009-Q4,5.149092372,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2010-Q1,5.009546779,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2010-Q2,5.128334172,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2010-Q3,5.023587273,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2010-Q4,4.953482525,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2011-Q1,4.729559748,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2011-Q2,4.681496461,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2011-Q3,4.46505499,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2011-Q4,4.463111021,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2012-Q1,4.512955732,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2012-Q2,4.433047276,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2012-Q3,4.266991771,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2012-Q4,4.172596056,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2013-Q1,4.22385414,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2013-Q2,4.064382244,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2013-Q3,3.972873121,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2013-Q4,3.879679549,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2014-Q1,3.650889968,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2014-Q2,3.635171927,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2014-Q3,3.583669355,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2014-Q4,3.485619302,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2015-Q1,3.488020938,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2015-Q2,3.357024044,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2015-Q3,3.374233129,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2015-Q4,3.235205466,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2016-Q1,3.231786752,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2016-Q2,3.179132873,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2016-Q3,3.060817547,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2016-Q4,2.991686993,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2017-Q1,2.89717762,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2017-Q2,2.90042215,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2017-Q3,2.783821203,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2017-Q4,2.683999802,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2018-Q1,2.489097947,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2018-Q2,2.413995309,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2018-Q3,2.42140207,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2018-Q4,2.407065903,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2019-Q1,2.459016393,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2019-Q2,2.389625528,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2019-Q3,2.304303626,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2019-Q4,2.367486688,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2020-Q1,2.458257667,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2020-Q2,2.417972057,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2020-Q3,2.304303626,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2020-Q4,2.396601752,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2021-Q1,2.361143229,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2021-Q2,2.281847267,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2021-Q3,2.265365525,
JPN,UNEMPFORECAST,TOT,PC_LF,Q,2021-Q4,2.260447151,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1963-Q1,8.166195639,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1963-Q2,8.142598861,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1963-Q3,8.093237218,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1963-Q4,8.016053874,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1964-Q1,7.896241064,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1964-Q2,7.773516485,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1964-Q3,7.644972441,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1964-Q4,7.526150718,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1965-Q1,7.421688913,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1965-Q2,7.352052472,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1965-Q3,7.303378178,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1965-Q4,7.261006474,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1966-Q1,7.248335191,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1966-Q2,7.156528742,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1966-Q3,7.012511756,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1966-Q4,6.808323134,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1967-Q1,6.518266039,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1967-Q2,6.218695958,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1967-Q3,5.904167324,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1967-Q4,5.6015543,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1968-Q1,5.294878849,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1968-Q2,5.080938322,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1968-Q3,4.92617258,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1968-Q4,4.826627957,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1969-Q1,4.810185374,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1969-Q2,4.769214185,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1969-Q3,4.723722727,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1969-Q4,4.658319439,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1970-Q1,4.547853903,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1970-Q2,4.451952881,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1970-Q3,4.369555977,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1970-Q4,4.323848458,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1971-Q1,4.337245381,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1971-Q2,4.387796809,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1971-Q3,4.462498299,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1971-Q4,4.527982201,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1972-Q1,4.592962671,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1972-Q2,4.553224565,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1972-Q3,4.449713044,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1972-Q4,4.301543708,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1973-Q1,4.07131046,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1973-Q2,3.937640314,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1973-Q3,3.85663028,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1973-Q4,3.838959033,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1974-Q1,3.914496853,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1974-Q2,3.987118638,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1974-Q3,4.067462331,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1974-Q4,4.129448393,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1975-Q1,4.170515136,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1975-Q2,4.151592118,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1975-Q3,4.095701868,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1975-Q4,4.020679782,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1976-Q1,3.915748832,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1976-Q2,3.864966215,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1976-Q3,3.841729802,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1976-Q4,3.838857102,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1977-Q1,3.887423254,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1977-Q2,3.855971636,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1977-Q3,3.77187995,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1977-Q4,3.627556124,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1978-Q1,3.34757298,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1978-Q2,3.167460728,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1978-Q3,3.052043331,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1978-Q4,3.059611398,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1979-Q1,3.238194066,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1979-Q2,3.563953612,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1979-Q3,4.00112956,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1979-Q4,4.464405812,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1980-Q1,5.011502075,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1980-Q2,5.247124821,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1980-Q3,5.295533502,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1980-Q4,5.177156294,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1981-Q1,4.80035056,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1981-Q2,4.556623838,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1981-Q3,4.363685739,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1981-Q4,4.262177222,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1982-Q1,4.310675894,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1982-Q2,4.347361268,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1982-Q3,4.379880764,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1982-Q4,4.364250604,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1983-Q1,4.263789038,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1983-Q2,4.129248331,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1983-Q3,3.976153337,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1983-Q4,3.846703363,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1984-Q1,3.751440436,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1984-Q2,3.74501577,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1984-Q3,3.79130769,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1984-Q4,3.860722986,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1985-Q1,3.965654221,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1985-Q2,4.001803137,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1985-Q3,4.006527742,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1985-Q4,3.982628668,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1986-Q1,3.939650428,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1986-Q2,3.86447187,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1986-Q3,3.75681095,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1986-Q4,3.609945373,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1987-Q1,3.397711494,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1987-Q2,3.184021915,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1987-Q3,2.964342345,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1987-Q4,2.767002637,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1988-Q1,2.588092997,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1988-Q2,2.501725083,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1988-Q3,2.475575171,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1988-Q4,2.490589857,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1989-Q1,2.651066633,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1989-Q2,2.600070923,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1989-Q3,2.49334703,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1989-Q4,2.521738632,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1990-Q1,2.519334,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1990-Q2,2.332908874,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1990-Q3,2.460497254,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1990-Q4,2.479791012,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1991-Q1,2.511188407,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1991-Q2,2.338543612,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1991-Q3,2.353509007,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1991-Q4,2.427324424,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1992-Q1,2.497314903,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1992-Q2,2.46382737,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1992-Q3,2.50743488,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1992-Q4,2.584140041,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1993-Q1,2.753716824,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1993-Q2,3.049715564,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1993-Q3,2.875886498,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1993-Q4,2.893745817,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1994-Q1,2.642027126,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1994-Q2,2.5267462,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1994-Q3,2.409551672,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1994-Q4,2.293263288,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1995-Q1,2.104849668,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1995-Q2,2.006882941,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1995-Q3,2.090545474,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1995-Q4,2.064696532,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1996-Q1,1.944356874,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1996-Q2,1.984302686,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1996-Q3,2.013225709,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1996-Q4,2.280413647,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1997-Q1,2.631717044,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1997-Q2,2.524343254,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1997-Q3,2.375187879,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1997-Q4,2.880573179,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1998-Q1,4.919106631,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1998-Q2,6.953743306,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1998-Q3,8.185605565,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1998-Q4,8.236463104,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1999-Q1,7.252118176,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1999-Q2,6.875918958,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1999-Q3,6.397101361,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,1999-Q4,5.297083509,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2000-Q1,4.824294222,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2000-Q2,4.267282251,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2000-Q3,4.270043811,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2000-Q4,4.230569944,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2001-Q1,4.571189275,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2001-Q2,3.893789566,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2001-Q3,3.730404055,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2001-Q4,3.671353272,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2002-Q1,3.522566693,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2002-Q2,3.248617308,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2002-Q3,3.144399988,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2002-Q4,3.092379411,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2003-Q1,3.343285227,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2003-Q2,3.525521718,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2003-Q3,3.644817911,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2003-Q4,3.767133116,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2004-Q1,3.592550879,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2004-Q2,3.608672979,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2004-Q3,3.695894916,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2004-Q4,3.733800064,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2005-Q1,3.774102706,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2005-Q2,3.736015977,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2005-Q3,3.773611451,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2005-Q4,3.662827738,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2006-Q1,3.538659338,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2006-Q2,3.43594629,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2006-Q3,3.485799801,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2006-Q4,3.466325976,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2007-Q1,3.265912706,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2007-Q2,3.272722288,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2007-Q3,3.242951727,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2007-Q4,3.218408972,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2008-Q1,3.034056654,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2008-Q2,3.128538034,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2008-Q3,3.182060676,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2008-Q4,3.327863517,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2009-Q1,3.426034101,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2009-Q2,3.822683489,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2009-Q3,3.73397191,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2009-Q4,3.611317844,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2010-Q1,4.164298221,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2010-Q2,3.439789638,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2010-Q3,3.645132033,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2010-Q4,3.536309705,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2011-Q1,3.703826093,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2011-Q2,3.368509953,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2011-Q3,3.256536126,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2011-Q4,3.218257513,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2012-Q1,3.33264902,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2012-Q2,3.212891822,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2012-Q3,3.135934372,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2012-Q4,3.1172674,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2013-Q1,3.152415646,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2013-Q2,3.047236387,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2013-Q3,3.090967145,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2013-Q4,3.112486464,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2014-Q1,3.421163038,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2014-Q2,3.560277472,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2014-Q3,3.439633278,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2014-Q4,3.583131139,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2015-Q1,3.562599112,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2015-Q2,3.725713302,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2015-Q3,3.564720134,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2015-Q4,3.522981871,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2016-Q1,3.716387265,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2016-Q2,3.637389078,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2016-Q3,3.728491802,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2016-Q4,3.641960594,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2017-Q1,3.70867577,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2017-Q2,3.739711105,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2017-Q3,3.611323311,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2017-Q4,3.67187032,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2018-Q1,3.747447992,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2018-Q2,3.824740381,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2018-Q3,3.977020702,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2018-Q4,3.86299861,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2019-Q1,3.93021018,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2019-Q2,4.024542085,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2019-Q3,3.499772988,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2019-Q4,3.499772988,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2020-Q1,3.499772988,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2020-Q2,3.499772988,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2020-Q3,3.499772988,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2020-Q4,3.499772988,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2021-Q1,3.499772988,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2021-Q2,3.499772988,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2021-Q3,3.499772988,
KOR,UNEMPFORECAST,TOT,PC_LF,Q,2021-Q4,3.499772988,
LUX,UNEMPFORECAST,TOT,PC_LF,Q,1985-Q1,1.668534371,
LUX,UNEMPFORECAST,TOT,PC_LF,Q,1985-Q2,1.602191303,
LUX,UNEMPFORECAST,TOT,PC_LF,Q,1985-Q3,1.496194272,
LUX,UNEMPFORECAST,TOT,PC_LF,Q,1985-Q4,1.392246227,
LUX,UNEMPFORECAST,TOT,PC_LF,Q,1986-Q1,1.290790853,
LUX,UNEMPFORECAST,TOT,PC_LF,Q,1986-Q2,1.28830528,
LUX,UNEMPFORECAST,TOT,PC_LF,Q,1986-Q3,1.340388563,
LUX,UNEMPFORECAST,TOT,PC_LF,Q,1986-Q4,1.420217164,
LUX,UNEMPFORECAST,TOT,PC_LF,Q,1987-Q1,1.543106585,
LUX,UNEMPFORECAST,TOT,PC_LF,Q,1987-Q2,1.583923151,
LUX,UNEMPFORECAST,TOT,PC_LF,Q,1987-Q3,1.583544075,
LUX,UNEMPFORECAST,TOT,PC_LF,Q,1987-Q4,1.550999689,
LUX,UNEMPFORECAST,TOT,PC_LF,Q,1988-Q1,1.476054901,
LUX,UNEMPFORECAST,TOT,PC_LF,Q,1988-Q2,1.43486901,
LUX,UNEMPFORECAST,TOT,PC_LF,Q,1988-Q3,1.405653218,
LUX,UNEMPFORECAST,TOT,PC_LF,Q,1988-Q4,1.383378124,
LUX,UNEMPFORECAST,TOT,PC_LF,Q,1989-Q1,1.372145542,
LUX,UNEMPFORECAST,TOT,PC_LF,Q,1989-Q2,1.326496501,
LUX,UNEMPFORECAST,TOT,PC_LF,Q,1989-Q3,1.260291812,
LUX,UNEMPFORECAST,TOT,PC_LF,Q,1989-Q4,1.181833715,
LUX,UNEMPFORECAST,TOT,PC_LF,Q,1990-Q1,1.076673361,
LUX,UNEMPFORECAST,TOT,PC_LF,Q,1990-Q2,1.023313224,
LUX,UNEMPFORECAST,TOT,PC_LF,Q,1990-Q3,1.001463881,
